ID,salesOrder_ID,product_ID,quantity,unitPrice,currency
e5f6a7b8-0005-4000-8000-000000000043,c3d4e5f6-0003-4000-8000-000000000022,b2c3d4e5-0002-4000-8000-000000000008,4,129.95,GBP
e5f6a7b8-0005-4000-8000-000000000044,c3d4e5f6-0003-4000-8000-000000000022,b2c3d4e5-0002-4000-8000-000000000012,13,28.90,GBP
e5f6a7b8-0005-4000-8000-000000000045,c3d4e5f6-0003-4000-8000-000000000023,b2c3d4e5-0002-4000-8000-000000000002,3,399.95,BRL
e5f6a7b8-0005-4000-8000-000000000046,c3d4e5f6-0003-4000-8000-000000000023,b2c3d4e5-0002-4000-8000-000000000007,2,149.90,BRL
e5f6a7b8-0005-4000-8000-000000000047,c3d4e5f6-0003-4000-8000-000000000024,b2c3d4e5-0002-4000-8000-000000000013,1,319.00,USD
e5f6a7b8-0005-4000-8000-000000000048,c3d4e5f6-0003-4000-8000-000000000024,b2c3d4e5-0002-4000-8000-000000000017,2,65.00,USD
e5f6a7b8-0005-4000-8000-000000000049,c3d4e5f6-0003-4000-8000-000000000025,b2c3d4e5-0002-4000-8000-000000000005,4,39.95,NOK
e5f6a7b8-0005-4000-8000-000000000050,c3d4e5f6-0003-4000-8000-000000000025,b2c3d4e5-0002-4000-8000-000000000014,3,31.70,NOK
e5f6a7b8-0005-4000-8000-000000000051,c3d4e5f6-0003-4000-8000-000000000026,b2c3d4e5-0002-4000-8000-000000000013,1,230.00,USD
e5f6a7b8-0005-4000-8000-000000000052,c3d4e5f6-0003-4000-8000-000000000026,b2c3d4e5-0002-4000-8000-000000000019,1,89.00,USD
e5f6a7b8-0005-4000-8000-000000000053,c3d4e5f6-0003-4000-8000-000000000027,b2c3d4e5-0002-4000-8000-000000000001,2,605.00,AED
e5f6a7b8-0005-4000-8000-000000000054,c3d4e5f6-0003-4000-8000-000000000027,b2c3d4e5-0002-4000-8000-000000000013,1,439.95,AED
e5f6a7b8-0005-4000-8000-000000000055,c3d4e5f6-0003-4000-8000-000000000028,b2c3d4e5-0002-4000-8000-000000000020,1,249.00,EUR
e5f6a7b8-0005-4000-8000-000000000056,c3d4e5f6-0003-4000-8000-000000000028,b2c3d4e5-0002-4000-8000-000000000005,2,25.00,EUR
e5f6a7b8-0005-4000-8000-000000000057,c3d4e5f6-0003-4000-8000-000000000029,b2c3d4e5-0002-4000-8000-000000000002,1,799.90,MXN
e5f6a7b8-0005-4000-8000-000000000058,c3d4e5f6-0003-4000-8000-000000000029,b2c3d4e5-0002-4000-8000-000000000006,2,199.93,MXN
e5f6a7b8-0005-4000-8000-000000000059,c3d4e5f6-0003-4000-8000-000000000030,b2c3d4e5-0002-4000-8000-000000000004,4,42.00,TRY
e5f6a7b8-0005-4000-8000-000000000060,c3d4e5f6-0003-4000-8000-000000000030,b2c3d4e5-0002-4000-8000-000000000019,2,84.00,TRY
